date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,hour,day_of_week,month,week_status,NSM
2016-01-11 19:20:00,100,10,20.4267,55.8933,19.8567,45.8333,20.0333,47.5267,19.0,48.6967,17.1,55.5,5.9,88.1567,17.9633,45.5333,18.1,49.1933,16.89,45.345,6.0,734.7333,90.0,6.0,40.0,4.4333,19,0,1,Weekday,69600
2016-01-11 19:30:00,100,10,20.5667,53.8933,20.0333,46.7567,20.1,48.4667,19.0,48.49,17.15,56.0425,5.8,88.3667,17.89,44.9267,18.15,49.2,16.89,45.3267,6.0,734.85,89.5,6.0,40.0,4.35,19,0,1,Weekday,70200
2016-01-11 19:40:00,90,10,20.73,52.66,20.1667,47.2233,20.2,48.53,18.9267,48.1567,17.1667,56.49,5.7267,88.16,17.76,44.2667,18.23,49.6333,16.89,45.29,6.0,734.9667,89.0,6.0,40.0,4.2667,19,0,1,Weekday,70800
2016-01-11 19:50:00,70,30,20.8567,53.66,20.2,47.0567,20.2,48.4475,18.89,47.9633,17.2,56.9333,5.5267,87.3,17.7,43.7267,18.3567,50.0267,16.89,45.29,6.0,735.0833,88.5,6.0,40.0,4.1833,19,0,1,Weekday,71400
2016-01-11 20:00:00,80,30,20.89,51.1933,20.2,46.33,20.2,48.1933,18.9633,48.63,17.2,57.06,5.3333,86.76,17.6667,43.16,18.5333,50.2,16.89,45.2,6.0,735.2,88.0,6.0,40.0,4.1,20,0,1,Weekday,72000
2016-01-11 20:10:00,140,40,20.89,49.8,20.2,46.0267,20.1667,47.6333,19.0333,49.5,17.5933,70.7267,5.3333,87.4633,17.6,42.6933,18.6667,50.26,16.89,45.2,6.0,735.2333,87.8333,6.0,40.0,4.0667,20,0,1,Weekday,72600
2016-01-11 20:20:00,120,20,20.89,48.4333,20.2,45.7225,20.1667,47.3,19.175,49.9475,18.0667,79.0,5.4667,87.53,17.6,42.3333,18.73,50.23,16.89,45.1267,6.0,735.2667,87.6667,6.0,40.0,4.0333,20,0,1,Weekday,73200
2016-01-11 20:30:00,175,40,20.9633,47.6333,20.26,45.53,20.2,47.0267,19.26,49.6967,17.6667,79.73,5.5,86.9567,17.5333,42.0667,18.8567,50.29,16.89,45.1267,6.0,735.3,87.5,6.0,40.0,4.0,20,0,1,Weekday,73800
2016-01-11 20:40:00,110,40,21.0333,47.0633,20.29,45.2233,20.26,46.8267,19.3233,49.1667,17.6,79.2567,5.56,86.5633,17.6333,43.6333,18.89,50.1633,16.89,45.06,6.0,735.3333,87.3333,6.0,40.0,3.9667,20,0,1,Weekday,74400
2016-01-11 20:50:00,110,40,21.1,46.5967,20.3567,44.9633,20.29,46.6333,19.39,48.4267,17.5667,78.3933,5.6233,86.33,17.76,43.6333,18.9633,50.03,16.89,45.0,6.0,735.3667,87.1667,6.0,40.0,3.9333,20,0,1,Weekday,75000
2016-01-11 21:00:00,110,30,21.1333,46.06,20.4267,44.76,20.29,46.4333,19.39,48.1933,17.76,82.46,5.7633,86.0633,17.8567,43.46,19.0,49.76,16.89,44.9667,6.0,735.4,87.0,6.0,40.0,3.9,21,0,1,Weekday,75600
2016-01-11 21:10:00,110,20,21.2,45.8,20.5,44.76,20.39,46.2233,19.39,47.8,18.3567,82.59,5.6567,85.59,17.79,43.4,19.0667,49.7,16.89,44.9,5.9333,735.4667,87.1667,6.0,40.0,3.8667,21,0,1,Weekday,76200
2016-01-11 21:20:00,100,30,21.29,45.9,20.5333,45.09,20.39,46.09,19.39,47.56,18.3567,70.99,5.53,85.73,17.89,43.79,19.1333,49.6333,16.89,44.79,5.8667,735.5333,87.3333,6.0,40.0,3.8333,21,0,1,Weekday,76800
2016-01-11 21:30:00,100,20,21.3567,45.8267,20.6667,45.1633,20.39,46.09,19.39,47.5,18.6,62.43,5.4333,86.3267,17.89,43.79,19.2,49.4333,16.89,44.79,5.8,735.6,87.5,6.0,40.0,3.8,21,0,1,Weekday,77400
2016-01-11 21:40:00,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.4267,47.9933,18.6667,59.03,5.5,86.6,17.89,43.7,19.23,49.4,16.89,44.7,5.7333,735.6667,87.6667,6.0,40.0,3.7667,21,0,1,Weekday,78000
2016-01-11 21:50:00,100,20,21.5,45.3333,20.7,44.9333,20.39,46.06,19.5667,48.4667,18.8233,56.7267,5.59,86.4667,17.865,43.57,19.29,49.3267,16.89,44.7,5.6667,735.7333,87.8333,6.0,40.0,3.7333,21,0,1,Weekday,78600
2016-01-11 22:00:00,110,20,21.5,45.1267,20.79,44.6333,20.39,46.0,19.6667,48.0933,18.9633,55.3333,5.59,86.325,17.79,43.4,19.29,49.1633,16.8233,44.59,5.6,735.8,88.0,6.0,40.0,3.7,22,0,1,Weekday,79200
2016-01-11 22:10:00,175,20,21.5333,44.9667,20.79,44.36,20.4267,45.9333,19.6,47.5,19.0333,54.0933,5.6567,86.2267,17.79,43.2233,19.3567,49.03,16.8233,44.53,5.65,735.8833,87.8333,6.1667,40.0,3.7167,22,0,1,Weekday,79800
2016-01-11 22:20:00,175,20,21.6,44.7667,20.89,44.2233,20.5,45.9333,19.6967,47.6267,19.1,53.3667,5.8333,85.7667,17.79,43.03,19.39,48.8633,16.89,44.59,5.7,735.9667,87.6667,6.3333,40.0,3.7333,22,0,1,Weekday,80400
2016-01-11 22:30:00,175,30,21.6,44.56,20.9633,43.9633,20.5,45.79,20.0967,47.5667,19.1583,52.4725,5.9,85.0333,17.79,42.76,19.39,48.8633,16.89,44.5225,5.75,736.05,87.5,6.5,40.0,3.75,22,0,1,Weekday,81000
2016-01-11 22:40:00,175,20,21.6,44.36,21.0,43.8333,20.5,45.73,20.5967,47.2233,19.2,51.99,6.0,84.1267,17.79,42.6267,19.34,48.95,16.8233,44.4333,5.8,736.1333,87.3333,6.6667,40.0,3.7667,22,0,1,Weekday,81600
2016-01-11 22:50:00,60,20,21.6,44.2,21.0,43.7,20.5,45.59,20.9967,47.03,19.2225,51.52,6.0,84.06,17.7,42.6267,19.29,49.23,16.89,44.5,5.85,736.2167,87.1667,6.8333,40.0,3.7833,22,0,1,Weekday,82200
2016-01-11 23:00:00,60,20,21.6,44.2,21.0,43.59,20.4175,45.545,21.1667,46.5267,19.29,51.23,5.9667,84.79,17.7,42.76,19.3567,49.43,16.89,44.5,5.9,736.3,87.0,7.0,40.0,3.8,23,0,1,Weekday,82800
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,20.39,45.6633,21.0333,46.4,19.29,51.06,5.9,85.5967,17.7,43.03,19.39,49.89,16.89,45.0667,5.8,736.4,87.8333,6.8333,37.0,3.85,23,0,1,Weekday,83400
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.9633,46.4333,19.29,50.9333,5.7633,86.26,17.7,43.1633,19.39,50.1633,16.89,45.26,5.7,736.5,88.6667,6.6667,34.0,3.9,23,0,1,Weekday,84000
2016-01-11 23:30:00,70,20,21.5,44.23,20.9267,43.76,20.29,45.79,20.865,46.5675,19.29,50.8633,5.6233,86.5933,17.7,43.4,19.39,50.4633,16.89,45.4333,5.6,736.6,89.5,6.5,31.0,3.95,23,0,1,Weekday,84600
2016-01-11 23:40:00,60,20,21.5,44.3633,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.4967,17.7,43.4667,19.39,50.7233,16.89,45.56,5.5,736.7,90.3333,6.3333,28.0,4.0,23,0,1,Weekday,85200
2016-01-11 23:50:00,40,20,21.39,44.4333,20.79,43.79,20.23,45.6567,20.7,46.79,19.2,50.6633,5.59,87.8967,17.7,43.6267,19.39,50.9633,16.89,45.6267,5.4,736.8,91.1667,6.1667,25.0,4.05,23,0,1,Weekday,85800
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.8633,20.2,45.6633,20.6333,46.79,19.2,50.53,5.59,88.6333,17.7,43.76,19.39,51.1633,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1,0,1,1,Weekday,0
2016-01-12 00:10:00,30,20,21.29,44.8267,20.7,44.0,20.2,45.59,20.5667,46.9333,19.2,50.5,5.53,89.0267,17.7,43.9333,19.4633,51.5,16.89,45.79,5.2667,737.0,92.0,6.0,25.0,4.0667,0,1,1,Weekday,600
2016-01-12 00:20:00,40,20,21.29,44.9667,20.6333,44.0,20.1667,45.5,20.5,47.1333,19.2,50.4333,5.53,89.4,17.76,44.3333,19.39,51.56,16.89,45.8633,5.2333,737.1,92.0,6.0,28.0,4.0333,0,1,1,Weekday,1200
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1667,50.3633,5.53,89.1933,17.79,44.9633,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0,0,1,1,Weekday,1800
2016-01-12 00:40:00,175,10,21.2,45.09,20.6,44.09,20.1,45.5,20.4267,47.23,19.1,50.29,5.4,89.4,17.79,45.2233,19.39,52.0,16.89,45.9667,5.1667,737.3,92.0,6.0,34.0,3.9667,0,1,1,Weekday,2400
2016-01-12 00:50:00,175,20,21.1667,45.23,20.5,44.1267,20.1,45.5,20.46,47.36,19.0667,50.26,5.2,88.99,17.79,45.3267,19.3567,52.09,16.89,46.03,5.1333,737.4,92.0,6.0,37.0,3.9333,0,1,1,Weekday,3000
2016-01-12 01:00:00,175,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933,47.56,19.0,50.1267,4.8667,89.0633,17.79,45.425,19.29,52.1633,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9,1,1,1,Weekday,3600
2016-01-12 01:10:00,175,20,21.0,45.4,20.39,44.2,20.1,45.59,21.2633,47.4667,19.0,50.09,4.9333,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.1167,737.6333,92.0,5.8333,40.0,3.9167,1,1,1,Weekday,4200
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.5967,47.4,19.0,50.03,5.0,91.4333,17.79,45.73,19.23,52.9,16.89,46.2,5.1333,737.7667,92.0,5.6667,40.0,3.9333,1,1,1,Weekday,4800
2016-01-12 01:30:00,50,0,20.9267,45.59,20.29,44.29,20.1667,45.53,21.89,46.9667,19.0,50.03,4.8667,91.26,17.79,45.8633,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95,1,1,1,Weekday,5400
2016-01-12 01:40:00,40,0,20.89,45.6667,20.23,44.29,20.1333,45.5,21.8233,46.2267,18.9267,50.09,4.7267,91.5933,17.79,45.8267,19.29,53.96,16.89,46.4333,5.1667,738.0333,92.0,5.3333,40.0,3.9667,1,1,1,Weekday,6000
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6667,46.06,18.89,50.09,4.4667,91.76,17.79,45.9667,19.29,54.4633,16.89,46.6333,5.1833,738.1667,92.0,5.1667,40.0,3.9833,1,1,1,Weekday,6600
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.4667,20.1667,45.5,21.5333,45.9333,18.89,50.1725,4.3333,91.76,17.79,46.0,19.2225,54.7225,16.89,46.8267,5.2,738.3,92.0,5.0,40.0,4.0,2,1,1,Weekday,7200
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3567,45.9,18.89,50.2,4.1567,91.8333,17.79,46.0,19.2,54.9667,16.9633,46.9667,5.1333,738.4,92.0,4.8333,40.0,3.9333,2,1,1,Weekday,7800
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,20.1333,45.4,21.23,45.9,18.79,50.09,4.1567,92.5667,17.89,46.0,19.2,54.9667,17.0,47.23,5.0667,738.5,92.0,4.6667,40.0,3.8667,2,1,1,Weekday,8400
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.4333,20.2,45.5,21.0667,45.9,18.79,50.09,4.3333,93.53,17.89,46.06,19.2,54.9,17.0,47.3633,5.0,738.6,92.0,4.5,40.0,3.8,2,1,1,Weekday,9000
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.9267,45.9,18.79,50.09,4.3333,93.3233,17.89,46.09,19.2,54.8633,17.0,47.53,4.9333,738.7,92.0,4.3333,40.0,3.7333,2,1,1,Weekday,9600
2016-01-12 02:50:00,40,0,20.6,46.1267,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.1267,17.8233,45.9633,19.1333,54.79,17.0,47.6633,4.8667,738.8,92.0,4.1667,40.0,3.6667,2,1,1,Weekday,10200
2016-01-12 03:00:00,30,0,20.5667,46.0667,19.89,44.59,20.2,45.4,20.6667,46.0,18.7,50.09,4.0633,92.8667,17.8567,45.9667,19.2,54.9,17.0,47.8267,4.8,738.9,92.0,4.0,40.0,3.6,3,1,1,Weekday,10800
2016-01-12 03:10:00,20,0,20.5,46.2,19.8233,44.53,20.29,45.4667,20.5333,46.0,18.7,50.09,3.8633,92.9667,17.8567,45.9667,19.2,54.9667,17.0,47.9,4.8167,739.0167,92.1667,4.3333,40.0,3.6333,3,1,1,Weekday,11400
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.0933,17.89,46.2,19.2,55.09,17.0,48.03,4.8333,739.1333,92.3333,4.6667,40.0,3.6667,3,1,1,Weekday,12000
2016-01-12 03:30:00,40,0,20.4267,46.23,19.79,44.53,20.2,45.4,20.39,46.1633,18.6333,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7,3,1,1,Weekday,12600
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.6567,17.89,46.2,19.2,54.8633,17.0667,48.29,4.8667,739.3667,92.6667,5.3333,40.0,3.7333,3,1,1,Weekday,13200
2016-01-12 03:50:00,50,0,20.39,46.3633,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.2633,94.7967,17.89,46.1267,19.2,54.73,17.0667,48.3633,4.8833,739.4833,92.8333,5.6667,40.0,3.7667,3,1,1,Weekday,13800
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.4633,95.03,17.89,46.09,19.1,54.56,17.0333,48.4633,4.9,739.6,93.0,6.0,40.0,3.8,4,1,1,Weekday,14400
2016-01-12 04:10:00,50,0,20.29,46.545,19.6333,44.6267,20.29,45.5,20.0333,46.29,18.5333,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.0333,48.59,4.9167,739.65,92.6667,5.8333,40.0,3.7667,4,1,1,Weekday,15000
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.7267,94.8667,17.89,45.73,19.1,54.5,17.0333,48.7667,4.9333,739.7,92.3333,5.6667,40.0,3.7333,4,1,1,Weekday,15600
2016-01-12 04:30:00,40,0,20.2,46.4333,19.6,44.59,20.29,45.5,19.9267,46.4667,18.5,50.0,4.8,94.7267,17.89,45.7,19.1,54.5,17.0333,48.9,4.95,739.75,92.0,5.5,40.0,3.7,4,1,1,Weekday,16200
2016-01-12 04:40:00,40,0,20.2,46.56,19.5667,44.7,20.29,45.56,19.8567,46.4667,18.5,50.0,4.8,94.4933,17.89,45.7,19.1,54.4,17.1,49.045,4.9667,739.8,91.6667,5.3333,40.0,3.6667,4,1,1,Weekday,16800
2016-01-12 04:50:00,60,0,20.1667,46.3633,19.5,44.7,20.29,45.59,19.79,46.4667,18.5,50.0,4.8,94.2267,17.89,45.59,19.1,54.4,17.1,49.2,4.9833,739.85,91.3333,5.1667,40.0,3.6333,4,1,1,Weekday,17400
2016-01-12 05:00:00,50,0,20.1,46.3633,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.1267,17.89,45.6633,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6,5,1,1,Weekday,18000
2016-01-12 05:10:00,50,0,20.1,46.5,19.4267,44.73,20.29,45.59,19.7,46.6633,18.4725,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.9833,739.9667,91.6667,4.8333,40.0,3.6833,5,1,1,Weekday,18600
2016-01-12 05:20:00,40,0,20.0333,46.36,19.39,44.73,20.29,45.59,19.6667,46.6633,18.39,49.9,4.7633,93.5633,17.89,45.59,19.05,54.045,17.1,49.3633,4.9667,740.0333,92.3333,4.6667,40.0,3.7667,5,1,1,Weekday,19200
2016-01-12 05:30:00,40,0,20.0,46.29,19.39,44.79,20.3567,45.59,19.6,46.59,18.39,49.9,4.7633,94.0233,17.89,45.6267,19.0,54.0,17.1,49.4333,4.95,740.1,93.0,4.5,40.0,3.85,5,1,1,Weekday,19800
2016-01-12 05:40:00,40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.6267,18.39,49.9,4.8333,94.7267,17.89,45.6267,19.0667,54.0,17.1,49.56,4.9333,740.1667,93.6667,4.3333,40.0,3.9333,5,1,1,Weekday,20400
2016-01-12 05:50:00,40,0,20.0,46.23,19.39,44.79,20.3233,45.59,19.6,46.7,18.39,49.9,4.8333,95.0,17.89,45.59,19.1,53.9,17.1,49.6267,4.9167,740.2333,94.3333,4.1667,40.0,4.0167,5,1,1,Weekday,21000
2016-01-12 06:00:00,50,0,19.9267,46.23,19.29,44.9,20.3233,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.7233,19.0333,53.8267,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1,6,1,1,Weekday,21600
2016-01-12 06:10:00,70,10,19.89,46.23,19.29,44.925,20.3233,45.59,19.5,46.7,18.3567,49.9333,4.9975,95.82,17.89,45.9,19.0,53.79,17.1,49.8267,4.9333,740.4333,94.6667,4.1667,38.1667,4.1,6,1,1,Weekday,22200
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.4267,46.7,18.29,50.0,5.09,96.03,17.89,45.9667,19.0,53.79,17.1,49.9667,4.9667,740.5667,94.3333,4.3333,36.3333,4.1,6,1,1,Weekday,22800
2016-01-12 06:30:00,30,0,19.89,46.6267,19.29,45.1267,20.29,45.59,19.39,46.7,18.29,50.1267,5.0,95.9,17.89,45.9,19.0,53.76,17.1333,50.0,5.0,740.7,94.0,4.5,34.5,4.1,6,1,1,Weekday,23400
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.9667,17.89,45.8267,19.0,53.7,17.2,50.0,5.0333,740.8333,93.6667,4.6667,32.6667,4.1,6,1,1,Weekday,24000
2016-01-12 06:50:00,30,0,19.89,46.8633,19.2,45.245,20.29,45.4333,19.29,46.79,18.29,50.23,4.9667,95.9333,17.89,45.7225,19.0,53.875,17.2,50.0,5.0667,740.9667,93.3333,4.8333,30.8333,4.1,6,1,1,Weekday,24600
2016-01-12 07:00:00,40,10,19.8233,46.8633,19.2,45.3633,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.9333,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1,7,1,1,Weekday,25200
2016-01-12 07:10:00,50,10,19.8567,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.4267,4.9333,96.09,17.89,45.8633,19.0,54.06,17.2,50.09,5.1,741.2167,92.6667,5.0,30.8333,4.05,7,1,1,Weekday,25800
2016-01-12 07:20:00,60,20,19.79,46.79,19.2,45.3267,20.1667,45.29,19.29,46.5967,18.23,50.8333,4.9333,96.09,17.89,45.52,18.9267,53.8,17.2,49.9633,5.1,741.3333,92.3333,5.0,32.6667,4.0,7,1,1,Weekday,26400
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.2967,18.2,51.2667,5.0,96.09,17.89,45.14,18.9725,53.15,17.2,49.7233,5.1,741.45,92.0,5.0,34.5,3.95,7,1,1,Weekday,27000
2016-01-12 07:40:00,70,20,19.79,47.4267,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.5267,5.0,96.09,17.8567,44.8333,18.89,52.8,17.2,49.4633,5.1,741.5667,91.6667,5.0,36.3333,3.9,7,1,1,Weekday,27600
2016-01-12 07:50:00,60,30,19.79,48.3667,19.1,45.0,20.1,45.29,19.1667,45.9667,18.1,51.8267,5.0,96.09,17.79,44.5667,18.8567,52.3633,17.15,48.995,5.1,741.6833,91.3333,5.0,38.1667,3.85,7,1,1,Weekday,28200
2016-01-12 08:00:00,140,20,19.79,48.6667,19.1,45.0,20.2,45.29,19.1667,45.9,18.1,51.9667,5.06,96.1567,17.79,44.3267,18.79,51.9633,17.1,48.6333,5.1,741.8,91.0,5.0,40.0,3.8,8,1,1,Weekday,28800
2016-01-12 08:10:00,110,30,19.79,48.5333,19.0667,45.06,20.1333,45.29,19.2,45.76,18.1,52.1267,5.09,96.0267,17.8567,44.66,18.79,51.6333,17.1,48.36,5.05,741.8833,91.0,5.0,40.0,3.7333,8,1,1,Weekday,29400
2016-01-12 08:20:00,90,10,19.89,50.0,19.0222,45.0444,20.15,45.245,19.2,45.6267,18.0333,52.2,5.09,95.76,18.0,45.0633,18.79,51.395,17.1,48.0267,5.0,741.9667,91.0,5.0,40.0,3.6667,8,1,1,Weekday,30000
2016-01-12 08:30:00,60,0,19.89,48.7333,19.1,45.2,20.1,45.2,19.1,45.5267,18.05,52.4,5.0,95.4567,18.0,44.4567,18.7,51.045,17.1,47.7667,4.95,742.05,91.0,5.0,40.0,3.6,8,1,1,Weekday,30600
2016-01-12 08:40:00,60,0,19.89,48.0267,19.0333,45.1267,20.1,45.2,19.1,45.4,18.0,52.5,4.7933,94.79,17.89,43.96,18.7,50.76,17.1,47.4667,4.9,742.1333,91.0,5.0,40.0,3.5333,8,1,1,Weekday,31200
2016-01-12 08:50:00,60,0,19.89,47.6333,19.0,45.09,20.1,45.2,19.1,45.3633,18.0,52.56,4.4667,94.1933,17.89,43.5667,18.7,50.645,17.0333,47.2667,4.85,742.2167,91.0,5.0,40.0,3.4667,8,1,1,Weekday,31800
2016-01-12 09:00:00,50,0,19.8567,47.0633,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.2975,94.45,17.8567,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4,9,1,1,Weekday,32400
2016-01-12 09:10:00,60,0,19.79,46.6567,19.0,44.9667,20.1,45.1633,19.1,45.09,17.9267,52.79,4.0633,94.1933,17.79,42.7667,18.6333,50.1567,17.0667,46.79,4.8833,742.3833,91.0,5.0,38.1667,3.4833,9,1,1,Weekday,33000
2016-01-12 09:20:00,50,0,19.79,46.3333,19.0,44.8267,20.1,45.09,19.1,44.9667,17.89,52.76,4.03,94.6667,17.79,42.43,18.6667,50.0267,17.0333,46.59,4.9667,742.4667,91.0,5.0,36.3333,3.5667,9,1,1,Weekday,33600
2016-01-12 09:30:00,30,0,19.79,46.0667,19.0,44.645,20.1,45.1633,19.0333,44.7667,17.89,52.0333,4.09,95.0,17.79,42.23,18.6,49.8267,17.0333,46.39,5.05,742.55,91.0,5.0,34.5,3.65,9,1,1,Weekday,34200
2016-01-12 09:40:00,40,0,19.76,45.8633,18.9633,44.56,20.0333,44.9633,19.0,44.6633,18.0,50.9,4.1233,95.3967,17.7,41.9667,18.6,49.6633,17.0,46.1633,5.1333,742.6333,91.0,5.0,32.6667,3.7333,9,1,1,Weekday,34800
